source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,candidate_rank
لْسَانه بينقِّط سَمّ,lsano binaqqit samm,lsano binaqqit samm,True,20,19,20-29,10-19,1
يِكْبِك,ykabkib,ykabkib,True,7,7,0-9,0-9,2
يْؤجِّل,y2ajjil,y2ajjil,True,7,7,0-9,0-9,4
طُنُش,tannash,tannish,False,5,7,0-9,0-9,5
هَدَد,haddid,haddid,True,5,6,0-9,0-9,3
يِسْتَقْبَل,yistaqbil,yistaqbil,True,11,9,10-19,0-9,2
تِدْرَع,2iddara3,2iddara3,True,7,8,0-9,0-9,5
دَوهِش,doohish,doohish,True,6,7,0-9,0-9,2
مْقَتَّر,mqattir,mqattir,True,8,7,0-9,0-9,1
كَرِم,karram,karram,True,5,6,0-9,0-9,5
تْوَهَان,tawahaan,tawahaan,True,8,8,0-9,0-9,4
مْقَلَّوبِة,maqluube,maqluube,True,11,8,10-19,0-9,4
مْسَوَّس,msawwis,msawwis,True,8,7,0-9,0-9,4
جَفَّر,fajjir,fajjar,False,6,6,0-9,0-9,1
اِنْعَس,2in3as,2in3as,True,7,6,0-9,0-9,1
إِسْلِمَا,2islaam,2islaam,True,9,7,0-9,0-9,2
يِنْدَلّ,yindall,yindall,True,8,7,0-9,0-9,1
مَدَاوَاة,mudaawa,mudaawaa,False,9,7,0-9,0-9,4
يْبُخّ,ybukhkh,ybukhkh,True,6,7,0-9,0-9,3
يِنْبَرِق,yinbiriq,yinbiriq,True,9,8,0-9,0-9,3
خُزَّى,khaza,khazza,False,6,5,0-9,0-9,5
زَعَب,3izab,za33ab,False,5,5,0-9,0-9,5
دَوَّخ,duukh,dawwakh,False,6,5,0-9,0-9,1
اِرْكَض,2irkud,2irkud,True,7,6,0-9,0-9,4
أَوْفى,2awfa,2awfa,True,6,5,0-9,0-9,3
دُوَاهِي,dawaahi,dawaahi,True,8,7,0-9,0-9,5
شِبِح,shabbi7,shabbi7,True,5,7,0-9,0-9,5
رَكَّز,rikiz,rakkaz,False,6,5,0-9,0-9,1
تَكَون,tkawwan,tkawwan,True,6,7,0-9,0-9,5
وِحْوَح,wa7wi7,wa7wi7,True,7,6,0-9,0-9,5
حُصَا,7aas,7aas,True,5,4,0-9,0-9,5
مْبَحِّط,mba77it,mba77it,True,8,7,0-9,0-9,1
سَخْوِل,skhuul,skhuul,True,7,6,0-9,0-9,4
وَنْوِن,wanwan,wanwan,True,7,6,0-9,0-9,2
رِشِم,rasham,rasham,True,5,6,0-9,0-9,5
يمَطِّر,yimtir,ymattir,False,7,6,0-9,0-9,4
مَسْمَى,musamma,musamma,True,7,7,0-9,0-9,1
اِسْتَهْتِر,2istahtir,2istahtar,False,11,9,10-19,0-9,3
اِنْقِرِم,2inqirim,2inqirim,True,9,8,0-9,0-9,3
تُنْكُد,tnakkad,tnakkad,True,7,7,0-9,0-9,5
شَمِّل,shimil,shammil,False,6,6,0-9,0-9,2
مْسَاكِن,masaakin,masaakin,True,8,8,0-9,0-9,4
زَتّ,tazz,zitt,False,4,4,0-9,0-9,3
اِتَّيَتَّم,2ityattam,2ityattam,True,11,9,10-19,0-9,3
أُصْحَابِين,2as7aabiin,2as7aabiin,True,11,10,10-19,10-19,5
فَكّ,fikk,fakk,False,4,4,0-9,0-9,2
أَبو صُرَّة,2abu surra,2abu surra,True,11,10,10-19,10-19,2
أَدْغِم,2adgham,2adgham,True,7,7,0-9,0-9,5
سِفِرْطَاس,safirtaas,safirtaas,True,10,9,10-19,0-9,5
غَبِّر,ghubur,ghabbir,False,6,6,0-9,0-9,1
يِتَنَابُز,yitnaabaz,yitnaabaz,True,10,9,10-19,0-9,5
اِلْتَهِب,2iltihib,2iltihib,True,9,8,0-9,0-9,3
عَرُّوسِة,3aruuse,3aruuse,True,9,7,0-9,0-9,5
أُلُوَّاح,2alwaa7,2alwaa7,True,9,7,0-9,0-9,4
صَفَح,saf7,fassa7,False,5,4,0-9,0-9,1
يِقَاهِر,yqaahir,yqaahir,True,8,7,0-9,0-9,4
فَرِّم,farim,farram,False,6,5,0-9,0-9,3
اِنْخِفِي,2inkhifi,2inkhifi,True,9,8,0-9,0-9,1
مْعَلَّب,m3allab,m3allab,True,8,7,0-9,0-9,1
اِتْلَوَّق,2itlawwaq,2itlawwaq,True,10,9,10-19,0-9,1
عَلَى قَلْبُه أَحْلَى مِن العَس,3ala qalbo 2a7la min 2il3asal,3ala qalbo 2a7la min 2il3asal,True,31,29,30-39,20-29,3
يجَبِّر خَاطِر,yijbur khaatir,yijbur khaatir,True,14,14,10-19,10-19,5
أَمْجَاد,2amjaad,2amjaad,True,8,7,0-9,0-9,2
حَيْوَان,7ayawaan,7aywaan,False,8,8,0-9,0-9,1
اُسُم,2usum,2isim,False,5,5,0-9,0-9,2
فُقْسِة,faqse,faqse,True,7,5,0-9,0-9,2
يِتْسَرَّع,yitsarra3,yitsarra3,True,10,9,10-19,0-9,1
خُنْطُلِّة,khantale,khantale,True,10,8,10-19,0-9,4
أُصُوَّات,2aswaat,2aswaat,True,9,7,0-9,0-9,2
تْذَبَل,2iddabbal,2iddabbal,True,7,9,0-9,0-9,3
تُحْرُم,t7arram,t7arram,True,7,7,0-9,0-9,3
سْيُطُر,saytar,saytir,False,7,6,0-9,0-9,4
خِلَايَا,khalaaya,khalaaya,True,8,8,0-9,0-9,2
طَوَب,tawwab,tawwab,True,5,6,0-9,0-9,5
شَنِّص,shans,shannis,False,6,5,0-9,0-9,3
مِتْطَفَّل,mutataffil,mutataffil,True,10,10,10-19,10-19,3
طَبْقَة,tabaqa,tabaqa,True,7,6,0-9,0-9,4
يِظْلَل,yzallil,yzallil,True,7,7,0-9,0-9,5
حُجِّة بحَاجِة,7ujje b7aaje,7ujje b7aaje,True,14,12,10-19,10-19,1
يْبَحْلِق,yba7liq,yba7liq,True,9,7,0-9,0-9,2
قْرُوص,qarwas,qarwis,False,6,6,0-9,0-9,4
عَايِّي,3aayi,3aayi,True,7,5,0-9,0-9,4
اُهْلُص,2ihlas,2uhlus,False,7,6,0-9,0-9,2
أَجَل,2ajjal,2ajjill,False,5,6,0-9,0-9,3
يتْعَاطَى,yit3aata,yit3aata,True,9,8,0-9,0-9,2
مَسْأَلَة,mas2ale,mas2ale,True,9,7,0-9,0-9,5
اِسْلُم,2islam,2islim,False,7,6,0-9,0-9,3
بْطّ,butt,butt,True,4,4,0-9,0-9,5
يبِلْعِط,ybal3it,ybal3it,True,8,7,0-9,0-9,4
صِبِح,subi7,sabbi7,False,5,5,0-9,0-9,5
قَيش,qayyish,qayyash,False,4,7,0-9,0-9,4
يتَسَلُّف,yitsallaf,yitsallaf,True,9,9,0-9,0-9,3
لِحِش,la7ash,la77ash,False,5,6,0-9,0-9,5
اِتْمَسْخَط,2itsakhmat,2itmaskhat,False,11,10,10-19,10-19,5
اِشْفَع,2ishfa3,2ishfa3,True,7,7,0-9,0-9,1
خَبَط,khabat,khabbit,False,5,6,0-9,0-9,1
آخْرَة,2aakhre,2aakhre,True,6,7,0-9,0-9,3
بَلْبَع,balbi3,balba3,False,7,6,0-9,0-9,1
اِحْـتِلَام,2i7tilaam,2i7tilaam,True,11,9,10-19,0-9,4
مُصْلَطِم,msaltim,msaltim,True,9,7,0-9,0-9,4
تَهَزُّز,thazzaz,thazzaz,True,8,7,0-9,0-9,2
بَقْعَة,buq3a,buq3a,True,7,5,0-9,0-9,2
سَيَّر,sayyir,siir,False,6,6,0-9,0-9,2
رِشِح,rashi7,rashshi7,False,5,6,0-9,0-9,5
اِسْتَوْطَى حَيطك,2istawti 7eetak,2istawti 7eetak,True,17,15,10-19,10-19,3
بِدِع,buda3,baddi3,False,5,5,0-9,0-9,4
يْزَرْقِن,yzargin,yzargin,True,9,7,0-9,0-9,3
أَكلته منفوسة,2akilto manfuuse,2akilto manfuuse,True,13,16,10-19,10-19,1
مَرِش,marash,marash,True,5,6,0-9,0-9,2
طَنِة ورنِة,tanne wranne,tanne wranne,True,11,12,10-19,10-19,2
اِمْرَقّ,2umruq,2umruq,True,8,6,0-9,0-9,5
بِكَاء,bukaa2,bukaa2,True,6,6,0-9,0-9,3
هَمَش,hammish,hammash,False,5,7,0-9,0-9,1
قِصْقِص,qasqis,qasqis,True,7,6,0-9,0-9,4
غَبْغِبِة,ghabghabe,ghabghabe,True,9,9,0-9,0-9,5
ربطتله,rabatatlo,rabatatlo,True,6,9,0-9,0-9,1
مَجْرُوح,majruu7,majruu7,True,8,7,0-9,0-9,1
مْتَنَّن,mtannin,mtannin,True,8,7,0-9,0-9,2
ينَتِّش,yuntush,yintish,False,7,7,0-9,0-9,1
يِتْفَعَّر,yitfarra3,yitfarra3,True,10,9,10-19,0-9,4
فُنَادَق,fanaadiq,fanaadiq,True,8,8,0-9,0-9,5
يِلْفَع,ylaffi3,yilfa3,False,7,7,0-9,0-9,2
الخَالِق النَّقَاطِق,2ilkhaaliq 2innaatiq,2ilkhaaliq 2innaatiq,True,20,20,20-29,20-29,4
زَعَّق,3azak,za33aqk,False,6,5,0-9,0-9,5
مْرَهْدِل,mrahdal,mrahdal,True,9,7,0-9,0-9,2
نَسِق,nasaq,nassiq,False,5,5,0-9,0-9,5
يِقْلَح,yuqludj,yqalli7,False,7,7,0-9,0-9,2
بُوبّ,bawwib,bawwib,True,5,6,0-9,0-9,5
يِغْبَر,yghabbir,yghabbir,True,7,8,0-9,0-9,5
عَوِّد,3awwid,3awwid,True,6,6,0-9,0-9,2
نُشَّافِة,nashshaafe,nashshaafe,True,9,10,0-9,10-19,5
رَجَّال,rijjaal,rijjaal,True,7,7,0-9,0-9,2
كِيكِة,keeka,keeka,True,6,5,0-9,0-9,2
يِنْصُر,ynassir,yinsur,False,7,7,0-9,0-9,2
يحَيِّح,y7ayyi7,y7ayyi7,True,7,7,0-9,0-9,3
طُزّ,tuzz,tazz,False,4,4,0-9,0-9,4
حُرْقَان,7araqaan,7araqaan,True,8,8,0-9,0-9,2
يِقْحِم,yqa7mish,yiq7im,False,7,8,0-9,0-9,5
اِنْزِبِع,2inzaba3,2inzaba3,True,9,8,0-9,0-9,4
نَكَّشِة رَاس,nakshit raas,nakshit raas,True,13,12,10-19,10-19,2
مُتَعَزِّر,mit3azrin,mit3azzir,False,10,9,10-19,0-9,4
رَشْتَة,rushte,rushte,True,7,6,0-9,0-9,4
اِتْبَنَّأ,2itnabba2,2itbanna2,False,10,9,10-19,0-9,4
كَوَنِي,kawni,kawni,True,7,5,0-9,0-9,3
بْيَارَة,byaara,bayyaara,False,8,6,0-9,0-9,2
أَنْفَاق,2anfaaq,2anfaaq,True,8,7,0-9,0-9,1
إِيده بركة,2iido barake,2iido birke,False,10,12,10-19,10-19,4
اِتْكَشَّح,2itkashsha7,2itkashsha7,True,10,11,10-19,10-19,4
سَامَع,saami3,saami3,True,6,6,0-9,0-9,4
يِتْمَصْوَع,yitmaswa3,yitmaswa3,True,11,9,10-19,0-9,2
اِفْتَقَر,2iftiqir,2iftaqir,False,9,8,0-9,0-9,2
إِسْعَافَات أوَّلِيِّة,2is3aafaat 2awwaliyye,2is3aafaat 2awwaliyye,True,22,21,20-29,20-29,1
يِنْعِم,yin3im,yin3am,False,7,6,0-9,0-9,3
بُدُأ,bada2,bada2,True,5,5,0-9,0-9,5
هِجِع,hadja3,hadjdji3,False,5,6,0-9,0-9,4
عُوقِي,3awqi,3awqi,True,6,5,0-9,0-9,1
يخَوِّش,ykhawwish,ykhawwish,True,7,9,0-9,0-9,1
كُز,kizz,kazz,False,3,4,0-9,0-9,5
عَالِج,3aalij,3aalij,True,6,6,0-9,0-9,1
اِحْلِش,2i7lish,2i7lish,True,7,7,0-9,0-9,1
دْمُوس,dmuus,dmuus,True,6,5,0-9,0-9,1
يشَبِّط,yushbut,yishbut,False,7,7,0-9,0-9,1
زَمَّط,zamat,zamat,True,6,5,0-9,0-9,2
عِجْرَامِي,3ajaariim,3ajaariim,True,10,9,10-19,0-9,4
يغَثْبِر,yghathbir,yghathbir,True,8,9,0-9,0-9,1
الدُّنْيَا زْمْيطَة,2iddinya zmiita,2iddinya zmiita,True,19,15,10-19,10-19,3
اِعْتَبِر,2i3tabar,2i3tabar,True,9,8,0-9,0-9,5
تْشَرْدَق,tshardaq,tshardaq,True,9,8,0-9,0-9,2
مش معروف قَرْعِة أبوهَا من وين,mish ma3ruuf qar3it 2abuuha min ween,mish ma3ruuf qar3it 2abuuha min ween,True,30,36,30-39,30-39,1
عَالشُّقُّوب,3ashshaqluub,3ashshaqluub,True,12,12,10-19,10-19,5
اِنْخَطَب,2inkhatab,2inkhatab,True,9,9,0-9,0-9,2
دَب,dabb,dubb,False,3,4,0-9,0-9,4
أُعْوَج,2a3waj,2a3waj,True,7,6,0-9,0-9,4
صَعِب,si3ib,sa33ab,False,5,5,0-9,0-9,4
يتَنَقُّر,yitnaqqar,yitnaqqar,True,9,9,0-9,0-9,4
يقَرقِع,yqarqi3ykarki3,yqarqi3ykarki3,True,7,14,0-9,10-19,4
قلبي نْطَاف,qalbi naatif,qalbi naatif,True,11,12,10-19,10-19,2
تِقْصَارِي,takaasiir,taqaasiir,False,10,9,10-19,0-9,4
خُطَّيب,khatiib,khatiib,True,7,7,0-9,0-9,2
شَايَل,shaayil,shaayil,True,6,7,0-9,0-9,2
مْعُوق,mu3awwaq,ma3wuuq,False,6,8,0-9,0-9,5
يزَكِّم,yzakkim,yzakkim,True,7,7,0-9,0-9,2
مْزَلَّق,mazliq,mazlaq,False,8,6,0-9,0-9,2
رَابِى,raaba,raaba,True,6,5,0-9,0-9,5
بتَاخْذَك عَالبِحَر وبِتْرَجْعَك عَطْشَان,btaakhdak 3alba7ar wubitraj3ak 3atshaan,btaakhdak 3alba7ar wubitraj3ak 3atshan,False,41,39,40-49,30-39,2
قِزْعَة,q2uz3a,q2uz3a,True,7,6,0-9,0-9,3
يُصْمُت,yismut,yismut,True,7,6,0-9,0-9,3
هَيْهَم,hayhum,hayhum,True,7,6,0-9,0-9,2
حَمِّيط,7amiit,7amiit,True,7,6,0-9,0-9,3
اِتْوِكِس,2itwikis,2itwakas,False,9,8,0-9,0-9,3
يكَدِّم,yikdim,ykaddim,False,7,6,0-9,0-9,4
تِدْفَح عَقَارِة,tidfa3 baqarat ju7a,tidfa7 3aqara,False,16,19,10-19,10-19,2
صَوَّر,suwar,sawwar,False,6,5,0-9,0-9,1
يتْضَخَّم,yitdakhkham,yitdakhkham,True,9,11,0-9,10-19,5
مْيَوِّل,muyuul,mayyuul,False,8,6,0-9,0-9,3
مْدَخِّل,madkhal,mudakhkhil,False,8,7,0-9,0-9,1
غِبْغِب,ghabghib,ghabghib,True,7,8,0-9,0-9,4
يِغَالِي,yghaali,yghaali,True,8,7,0-9,0-9,3
فَاشيِّة,faashiyye,faashiyye,True,8,9,0-9,0-9,3
يِتْجَاوَد,yitwaajad,yitjaawad,False,10,9,10-19,0-9,2
حَزَّن,7uzun,7azzin,False,6,5,0-9,0-9,2
يرَكِّض,yirkud,yrakkid,False,7,6,0-9,0-9,2
رَاسُه وأَلِف سَيف,raaso wu2alf seef,raaso wu2alf seef,True,18,17,10-19,10-19,3
يغَيِّم,yghayyim,yghayyim,True,7,8,0-9,0-9,1
عَطِّل,3attal,3attal,True,6,6,0-9,0-9,2
تَحْفِي الآقُر,ta7fiiz 2ilqur2aan,ta7fiif 2ilqur2aan,False,14,18,10-19,10-19,2
اِسْتَعْلِم,2ista3lam,2ista3lam,True,11,9,10-19,0-9,3
يِنْسَفِخ,yinsifikh,yinsifikh,True,9,9,0-9,0-9,2
مُقَدِّم,muqaddam,muqaddam,True,8,8,0-9,0-9,3
جَوَّانِح,jawaani7,jawaani7,True,9,8,0-9,0-9,3
زِمّ,mazz,zimm,False,4,4,0-9,0-9,3
اِنْسِجِن,2insijan,2insijin,False,9,8,0-9,0-9,2
لِدِن,laddin,laddan,False,5,6,0-9,0-9,4
كَرْهَب,karhab,karhib,False,7,6,0-9,0-9,1
كْوَفَّل,koofal,koofil,False,8,6,0-9,0-9,5
أَلَيِّم,2aliim,2aliim,True,8,6,0-9,0-9,5
هَوَّل,hawwil,hawwil,True,6,6,0-9,0-9,2
اِنِمْزِج,2inmizij,2inmizij,True,9,8,0-9,0-9,5
تَلَا,tala,tala,True,5,4,0-9,0-9,1
فش حدَا الي عليه ضربة لَازِم,fishsh 7ada 2ili 3alee darbit laazim,fishsh 7ada 2ili 3alee darbit lazim,False,28,36,20-29,30-39,1
كِفِت,kaffit,kaffat,False,5,6,0-9,0-9,4
لَبى,labba,labba,True,4,5,0-9,0-9,3
مْهَمَّوم,mahmuum,mahmuum,True,9,7,0-9,0-9,2
مَحْجوُر,ma7juur,ma7juur,True,8,7,0-9,0-9,4
يِتْعَوَّث,yitwassaq,yitwassa3,False,10,9,10-19,0-9,5
أَقده لعبي وأطلع منه,2aqiddo la3ibbiw 2atla3 minno,2aqkiddo la3ibbbi wu2atla3 minno,False,20,29,20-29,20-29,1
اِتْنَاوَه,2ithaawan,2itnaawah,False,10,9,10-19,0-9,3
شَور,shuur,shawwar,False,4,5,0-9,0-9,1
مَحَن,mi7an,ma7an,False,5,5,0-9,0-9,1
مِتْوَازِن,mutawaazin,mutawaazin,True,10,10,10-19,10-19,4
اِعْبُد,2i3bud,2u3bud,False,7,6,0-9,0-9,1
شَفَاعَة,shafaa3a,shaffaa3a,False,8,8,0-9,0-9,2
شَقَق,shu2a2,shaqqiq,False,5,6,0-9,0-9,3
قَطَايِش,qataayish,qataayish,True,8,9,0-9,0-9,1
عَيَّنُه,3ayyine,3ayyine,True,8,7,0-9,0-9,5
حَوِّح,7awwa7,7awwi7,False,6,6,0-9,0-9,1
أَنَيق,2aniiq,2aniiq,True,6,6,0-9,0-9,4
هَرَش,harish,harrish,False,5,6,0-9,0-9,1
اِتَّحَرَّر,2it7arrar,2it7arrar,True,11,9,10-19,0-9,2
تْدَرْوَن,2iddarwan,2iddarwan,True,9,9,0-9,0-9,1
قَطِّر,qattir,qattar,False,6,6,0-9,0-9,3
بَدِّر,badir,baddir,False,6,5,0-9,0-9,1
عِكِم,3akkim,3akkam,False,5,6,0-9,0-9,5
غَمَق,ghammaq,ghammiq,False,5,7,0-9,0-9,3
اِتَعَدَّم,2it3ammad,2it3ammad,True,10,9,10-19,0-9,5
أَجَرّ,2ajjir,2ajjar,False,6,6,0-9,0-9,5
اِلْتَفِح,2iltafi7,2iltafa7,False,9,8,0-9,0-9,5
أَجَّل,2ajall,2ajjil,False,6,6,0-9,0-9,2
لَقَّن,laqqan,laqgkan,False,6,6,0-9,0-9,1
جَاوَب,jaawib,jaawib,True,6,6,0-9,0-9,3
اُنْقَال,2inqaal,2inqaal,True,8,7,0-9,0-9,2
أَعَّد,2a3idd,2a3add,False,6,6,0-9,0-9,3
اُفْرُق,faariq,2ifruq,False,7,6,0-9,0-9,3
حَجُورَة,7djuura,7djuura,True,8,7,0-9,0-9,3
وِجْهُه عَاقَب,wijho 3aabiq,wijho 3aaqib,False,14,12,10-19,10-19,5
اِمْقَت,2umqut,2umqut,True,7,6,0-9,0-9,3
قَحْقَح,qa7qi7ka7ki7,ka7ka7,False,7,12,0-9,10-19,2
ينَعِّس,yin3as,yin3as,True,7,6,0-9,0-9,2
شَقِّر,sha22ir,sha22ar,False,6,7,0-9,0-9,2
اِنْكَسَح,2inkisi7,2inkasa7,False,9,8,0-9,0-9,4
قُيمِة,qiime,qiime,True,6,5,0-9,0-9,3
ذَنَّب,zanb,danab,False,6,4,0-9,0-9,3
تَأَمُّر,t2ammar,t2ammar,True,8,7,0-9,0-9,2
بَايَت,baayit,baayit,True,6,6,0-9,0-9,2
يِشْفُط,yushfut,yshaffit,False,7,7,0-9,0-9,5
يِتْنَطْوَن,yitwattan,yitwattan,True,11,9,10-19,0-9,3
يُخْرُق,yikhruq,yukhruq,False,7,7,0-9,0-9,2
مِذْبَحَة,madba7a,madba7a,True,9,7,0-9,0-9,1
جَسِر,jassir,jassar,False,5,6,0-9,0-9,5
وَهَم,waham,wahhim,False,5,5,0-9,0-9,4
لَمَم,lammam,lammim,False,5,6,0-9,0-9,3
اِنْفَجَع,2infaja3,2inifji3,False,9,8,0-9,0-9,3
يتَيِّن,ytayyin,ytayyin,True,7,7,0-9,0-9,1
طَبَّق,tabbaq,tabbaq,True,6,6,0-9,0-9,3
اِنْسَجَن,2insijan,2insijin,False,9,8,0-9,0-9,3
لَمَز,lamiz,lammiz,False,5,5,0-9,0-9,1
اِتْحَلَّب,2it7abbar,2it7allab,False,10,9,10-19,0-9,4
سْنَافِر,sanaafir,sanaafir,True,8,8,0-9,0-9,3
غَنَّاء,ghinaa2,ghinaa2,True,7,7,0-9,0-9,5
عِضَة,3udda,3adda,False,5,5,0-9,0-9,5
فَور,foor,fawwar,False,4,4,0-9,0-9,4
يِتْسَاقَط,yitsaaqat,yitsaaqat,True,10,9,10-19,0-9,1
سَلَط,sallat,sallit,False,5,6,0-9,0-9,1
مَسَاكُوي,masaawiik,masaawiik,True,9,9,0-9,0-9,4
اُنْتُف,2intaff,2intif,False,7,7,0-9,0-9,3
مُصْلَع,msalli3,msalli3,True,7,7,0-9,0-9,3
دِيمَامِة,diimaame,diimaame,True,9,8,0-9,0-9,1
اِتْمَغَّس,2itghammas,2itghammas,True,10,10,10-19,10-19,2
زَنْوِة,nazwe,nazwe,True,7,5,0-9,0-9,3
مْظَاهَرَة,muzaahara,muzaahara,True,10,9,10-19,0-9,3
تَكَسُّب,tkassab,tkassab,True,8,7,0-9,0-9,2
مْفَرْوِم,mafruum,mafruum,True,9,7,0-9,0-9,2
بْطَاطَايِة,bataataaye,battaataaye,False,11,10,10-19,10-19,5
مْنَقَّذ,munqiz,minqiz,False,8,6,0-9,0-9,4
يُقُصّ لْسَان العَمَال,yquss lsaan lsaan 2il3aalam,yquss lsaan lsaan 2il3aalam,True,22,27,20-29,20-29,1
اِفْتِي,2ifti,2ifti,True,7,5,0-9,0-9,1
تْزَلْمَن,tzalman,tzalman,True,9,7,0-9,0-9,2
شُخُب,shakhab,shakhkhib,False,5,7,0-9,0-9,5
يسَار,yasaar,yasaar,True,5,6,0-9,0-9,3
هَجَّع,hadja3,hadjdji3,False,6,6,0-9,0-9,2
جُعْرُمِة,dja3rame,dja3rame,True,9,8,0-9,0-9,4
يِتْكَفْرَت,yitkarfat,yitkarfat,True,11,9,10-19,0-9,5
اِحْتِرِف,2i7tirif,2i7taraf,False,9,8,0-9,0-9,3
ذَهِب,dahhab,dahhib,False,5,6,0-9,0-9,4
بَشَّت,bashat,basht,False,6,6,0-9,0-9,3
غُدْوِة,ghadwe,ghadwe,True,7,6,0-9,0-9,2
سَبِّل,sabal,sabbal,False,6,5,0-9,0-9,2
تْسَلْبَط,tsalbat,tsalbat,True,9,7,0-9,0-9,1
ذل أهلي,zall 2ahli,zall 2ahli,True,7,10,0-9,10-19,2
عُزُومِة,3azuume,3azuume,True,8,7,0-9,0-9,1
يُرْضُع,yirda3,yirda3,True,7,6,0-9,0-9,5
يِهْوَدّ,yhawwid,yhawwid,True,8,7,0-9,0-9,5
يْتَحْرِش,yit7ar7ash,yit7arrash,False,9,10,0-9,10-19,4
عَلَى أُمّ,3ala 2umm,3ala 2umm,True,10,9,10-19,0-9,1
مَنْحَل,mun7all,mun7all,True,7,7,0-9,0-9,4
مْبَهْبِط,mbahbat,mbahbat,True,9,7,0-9,0-9,1
حَزَونِة,7azwane,7azwane,True,8,7,0-9,0-9,5
خَشَب,khashshib,khashshib,True,5,9,0-9,0-9,3
اِنِبْطَاح,2inbitaa7,2inbitaa7,True,10,9,10-19,0-9,3
يهِين,yhiin,yhiin,True,5,5,0-9,0-9,1
يِتوَافَذ,yitwaadhaf,yitwaadhaf,True,9,10,0-9,10-19,3
إِجَاك الموت يَا تَارصلكة,2idjaak 2ilmoot yaa taarik 2issalaa,2idjaak 2ilmoot yaa taarik 2issalaa,True,25,35,20-29,30-39,4
شُحَّاطَة,sha77aata,shu77aata,False,9,9,0-9,0-9,2
اِتْهَوَّضَى,2itwadda,2itwadda,True,12,8,10-19,0-9,3
نِاك,naak,naak,True,4,4,0-9,0-9,4
صَارِيل سَنَك بِيحَة,saarli sane ba7kiilak,saarli sane ba7kiine,False,20,21,20-29,20-29,5
دُمّ الزَّغْلُول,damm 2izzaghlool,damm 2izzaghluul,False,16,16,10-19,10-19,2
اِدْقُش,2idqashsh,2idqush,False,7,9,0-9,0-9,1
يِقْحَف,yiqk7af,yiqk7af,True,7,7,0-9,0-9,2
تْعَثَّر,t3attar,t3attar,True,8,7,0-9,0-9,1
تْعِقِد,t3aqqad,t3aqqad,True,7,7,0-9,0-9,3
يِنْسِحِق,yinsa7iq,yinsi7iq,False,9,8,0-9,0-9,2
مْرَجَّح,marji7,marji7,True,8,6,0-9,0-9,1
جَلْجَلِة,jaljale,jaljale,True,9,7,0-9,0-9,1
عَرّ,3irr,3arr,False,4,4,0-9,0-9,1
اِتَبَنُّس,2itbannas,2itbannas,True,10,9,10-19,0-9,4
نُشُوق,nshuuq,nshuuq,True,6,6,0-9,0-9,2
صَدَر,sadir,saddir,False,5,5,0-9,0-9,1
يقَلِّم,yqallim,yqallim,True,7,7,0-9,0-9,2
يتْوَكَّس,yitwikis,yitwakas,False,9,8,0-9,0-9,5
اِقْعَش,2iqsha3,2iqk3ash,False,7,7,0-9,0-9,5
يتآلَف,yit2aalaf,yit2aalaf,True,6,9,0-9,0-9,3
يِتْفَتَّل,yitfallat,yitfallat,True,10,9,10-19,0-9,4
اِنْرُص,2inrass,2inrass,True,7,7,0-9,0-9,5
مَرْوِح,mrawwi7,mrawwi7,True,7,7,0-9,0-9,5
اِسْتَزِيك,2istazki,2istazki,True,10,8,10-19,0-9,3
بَلْبَلِة,balbale,bulbule,False,9,7,0-9,0-9,1
تْبَلَّك,tballak,tballak,True,8,7,0-9,0-9,1
لَقِّيطَة,luqqeeta,luqqeeta,True,9,8,0-9,0-9,4
مْشَطِّب,mshattab,mshattib,False,8,8,0-9,0-9,2
بَابَور,baabuur,babboor,False,7,7,0-9,0-9,2
يِتَخَرْدَق,yitkhardaq,yitkhardaq,True,11,10,10-19,10-19,5
صَبِّر,sabbir,sabbar,False,6,6,0-9,0-9,2
يلَاغِي,ylaaghi,ylaaghi,True,7,7,0-9,0-9,2
اِعْكَر,2u3kur,2u3kur,True,7,6,0-9,0-9,3
اِذْمُه حَاقِينِب,2imsa7ha bdaqni,2imsa7ha bdaqni,True,17,15,10-19,10-19,5
اُقْلُط,2uqlut,2uqlut,True,7,6,0-9,0-9,1
أَعْصَب ميَّات مشة,2a3saabi mish mit7amle,2a3saabi mish mittaayye,False,18,22,10-19,20-29,2
عَاري,3aari,3aari,True,5,5,0-9,0-9,2
عِنَاوِين,3anaawiin,3anaawiin,True,9,9,0-9,0-9,2
صَعَّب,si3ib,sa33ab,False,6,5,0-9,0-9,2
يِسْتَخَفّ,yistakhiff,yistakhiff,True,10,10,10-19,10-19,4
أَجْمُل,2ajmal,2ajmal,True,7,6,0-9,0-9,5
اِتْدَوّش,2iddawash,2iddawwash,False,9,9,0-9,0-9,3
لَقَب,laqqib,laqqib,True,5,6,0-9,0-9,1
جَيِّن,jiinz,jiin,False,6,5,0-9,0-9,3
اُخْمُل,2ikhmal,2ikhmal,True,7,7,0-9,0-9,3
مَشْكُور,mashkuur,mashkuur,True,8,8,0-9,0-9,1
مْبَطِّح,mbatta7,mbatta7,True,8,7,0-9,0-9,2
جَرَن,jurun,jurun,True,5,5,0-9,0-9,3
اِتَنَقُّط,2itnaqqat,2itnaqqat,True,10,9,10-19,0-9,5
اِدْبِش,2idbish,2idbish,True,7,7,0-9,0-9,1
حَلَى,7alla,7alla,True,5,5,0-9,0-9,1
