source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket
haanat,هانت,هانط,False,6,4,0-9,0-9
yik7ash,يكحش,يكحش,True,7,4,0-9,0-9
mistaksil,مستكسل,مستكسل,True,9,6,0-9,0-9
taayil,طايل,طايل,True,6,4,0-9,0-9
ka3wish,كعوش,كعوش,True,7,4,0-9,0-9
2imranda7,مرندح,امرندح,False,9,5,0-9,0-9
fashaq,فشق,فشق,True,6,3,0-9,0-9
yistatibb,يستتب,يستطب,False,9,5,0-9,0-9
zawwij,زوج,زوج,True,6,3,0-9,0-9
taraabiis,ترابيس,ترابيص,False,9,6,0-9,0-9
darr,در,در,True,4,2,0-9,0-9
3eeno faargha,عينه فارغة,عينه فارغة,True,13,10,10-19,10-19
baab wifiq,باب الوفق,باب وفق,False,10,9,10-19,0-9
jirsa,جرسة,جرسى,False,5,4,0-9,0-9
3amraan,عمران,عمران,True,7,5,0-9,0-9
ykarrir,يكرر,يكرر,True,7,4,0-9,0-9
nawwi3,نوع,نوع,True,6,3,0-9,0-9
hayaafe,هيافة,هيافة,True,7,5,0-9,0-9
tarsh,طرش,طرش,True,5,3,0-9,0-9
2unfud bijildak,انفذ بجلدك,انفض بالجك,False,15,10,10-19,10-19
balgha,بلغة,بلغة,True,6,4,0-9,0-9
y3arqil,يعرقل,يعرقل,True,7,5,0-9,0-9
2ikhtatam,اختتم,اختتم,True,9,5,0-9,0-9
2ista3mir,استعمر,استعمر,True,9,6,0-9,0-9
ksuus,كسوس,كسوس,True,5,4,0-9,0-9
y7iff,يحف,يحف,True,5,3,0-9,0-9
2itnaasab,اتناسب,اتناسب,True,9,6,0-9,0-9
2inrafa3,انرفع,انرفع,True,8,5,0-9,0-9
batrin,بطرن,بطرن,True,6,4,0-9,0-9
wi33,وع,وع,True,4,2,0-9,0-9
2ittamtam,اتطمطم,اتطمطم,True,9,6,0-9,0-9
2itbahdal,اتبهدل,اتبهدل,True,9,6,0-9,0-9
yindaqim,يندقم,يندقم,True,8,5,0-9,0-9
yghuzz,يغز,يغز,True,6,3,0-9,0-9
3akkar,عكر,عكر,True,6,3,0-9,0-9
talfin,تلفن,تلفن,True,6,4,0-9,0-9
2idhish,ادهش,ادهش,True,7,4,0-9,0-9
maazi3,مازع,مازع,True,6,4,0-9,0-9
yu7ruth,يحرث,يحرث,True,7,4,0-9,0-9
dja33it,جعط,جعط,True,7,3,0-9,0-9
yinghimir,ينغمر,ينغمر,True,9,5,0-9,0-9
msaayara,مسايرة,مسايرة,True,8,6,0-9,0-9
fdii7a bjalaajil,فضيحة بجلاجل,فجيح بالال,False,16,12,10-19,10-19
mqan3ar,مقنعر,مقنعر,True,7,5,0-9,0-9
tsha33ab,تشعب,تشعب,True,8,4,0-9,0-9
ymassikh,يمسخ,يمسخ,True,8,4,0-9,0-9
maadde,مادة,مادة,True,6,4,0-9,0-9
yitkabbar,يتكبر,يتكبر,True,9,5,0-9,0-9
2inifqis,انفقس,انفقس,True,8,5,0-9,0-9
hubuut 2ittiraari,هبوط اضطراري,هبوة الطراري,False,17,12,10-19,10-19
yistahbil,يستهبل,يستهبل,True,9,6,0-9,0-9
qub3a,قبعة,قبعة,True,5,4,0-9,0-9
taraabiish,طرابيش,ترابيش,False,10,6,10-19,0-9
dili3 2i3waj,ضلع إعوج,جلع الوع,False,12,8,10-19,0-9
ydiif,يضيف,يضيف,True,5,4,0-9,0-9
2indaba7,انذبح,انضبح,False,8,5,0-9,0-9
2inkhabal,انخبل,انخبل,True,9,5,0-9,0-9
khudur,خضر,خدر,False,6,3,0-9,0-9
2imda7,امدح,امدح,True,6,4,0-9,0-9
mqarrin,مقرن,مقرن,True,7,4,0-9,0-9
2itka3bash,اتكعبش,اتكعبش,True,10,6,10-19,0-9
qumsaan,قمصان,قمصان,True,7,5,0-9,0-9
taayir,طاير,طاير,True,6,4,0-9,0-9
ykharmish,يخرمش,يخرمش,True,9,5,0-9,0-9
kaadir,كادر,كادر,True,6,4,0-9,0-9
yindah,ينده,ينده,True,6,4,0-9,0-9
tagha,طغى,طغى,True,5,3,0-9,0-9
2itraaqab,اتراقب,اتراقب,True,9,6,0-9,0-9
2ibdjar,ابجر,ابجر,True,7,4,0-9,0-9
khibra,خبرة,خبرة,True,6,4,0-9,0-9
khalanj,خلنج,خلنج,True,7,4,0-9,0-9
mshaqlab,مشقلب,مشقلب,True,8,5,0-9,0-9
2istimirr,استمر,استمر,True,9,5,0-9,0-9
yiltagh,يلتغ,يلتغ,True,7,4,0-9,0-9
taswiit,تصويت,تسويط,False,7,5,0-9,0-9
rammid,رمد,رمض,False,6,3,0-9,0-9
shukk,شك,شك,True,5,2,0-9,0-9
2ishtim,اشتم,اشتم,True,7,4,0-9,0-9
2iqtiri7,اقترح,اقترح,True,8,5,0-9,0-9
sawwaaq,سواق,سواق,True,7,4,0-9,0-9
ymahhid,يمهد,يمهد,True,7,4,0-9,0-9
ba7az,بحز,بحز,True,5,3,0-9,0-9
naam maa qaam,نام ما قام,نام ماقام,False,13,10,10-19,10-19
washa,وشى,وشى,True,5,3,0-9,0-9
namme,نمة,نمة,True,5,3,0-9,0-9
disk,دسك,دسك,True,4,3,0-9,0-9
mqaabiil,مقابيل,مقابيل,True,8,6,0-9,0-9
2ashdaf,أشدف,أشدف,True,7,4,0-9,0-9
2injann win7ann,انجن وانحن,انجن وحن,False,15,10,10-19,10-19
yitwarrat,يتورط,يتورط,True,9,5,0-9,0-9
qkalaayid,قلايد,قلايد,True,9,5,0-9,0-9
haamit,هامط,هامط,True,6,4,0-9,0-9
yithajjam,يتهجم,يتهجم,True,9,5,0-9,0-9
qadiyye,قضية,قدية,False,7,4,0-9,0-9
baladiyyaat,بلديات,بلايد,False,11,6,10-19,0-9
2a3ta,أعطى,أعطى,True,5,4,0-9,0-9
hadam,هضم,هدم,False,5,3,0-9,0-9
tra77am,ترحم,ترحم,True,7,4,0-9,0-9
yitzahram,يتزهرم,يتزهرم,True,9,6,0-9,0-9
jibaal,جبال,جبال,True,6,4,0-9,0-9
garaamii3,قراميع,قراميع,True,9,6,0-9,0-9
raaba,رابى,رابى,True,5,4,0-9,0-9
ytarqi3,يطرقع,يطرقع,True,7,5,0-9,0-9
3asabi,عصبي,عصابي,False,6,4,0-9,0-9
hooshe,هوشة,هوشة,True,6,4,0-9,0-9
saabaq,سابق,سابق,True,6,4,0-9,0-9
makhnuuq,مخنوق,مخنوق,True,8,5,0-9,0-9
maluul,ملول,ملول,True,6,4,0-9,0-9
2aanas,آنس,آنس,True,6,3,0-9,0-9
nasakh,نسخ,نسخ,True,6,3,0-9,0-9
majaari,مجاري,مجاري,True,7,5,0-9,0-9
yitsalbat,يتسلبط,يتسلبط,True,9,6,0-9,0-9
2itnabba2,اتنبأ,اتنبأ,True,9,5,0-9,0-9
2iltakh,الطخ,الطخ,True,7,4,0-9,0-9
midwad 2ittaawle,مدود الطاولة,مدودة التولة,False,16,12,10-19,10-19
yimghadj,يمغج,يمغج,True,8,4,0-9,0-9
2ammin,أمن,أمن,True,6,3,0-9,0-9
khawwar,خور,خور,True,7,3,0-9,0-9
2ishra7,اشرح,اشرح,True,7,4,0-9,0-9
daghghish,دغش,دغش,True,9,3,0-9,0-9
tsaaqat,تساقط,تساقط,True,7,5,0-9,0-9
tmittiqk2,تمتق,تمتق,True,9,4,0-9,0-9
2itlabbak,اتلبك,اتلبك,True,9,5,0-9,0-9
ykhartish,يخرطش,يخرطش,True,9,5,0-9,0-9
2itsharrat,اتشرط,اتشرط,True,10,5,10-19,0-9
7ammis,حمس,حمص,False,6,3,0-9,0-9
lawaq,لوق,لوق,True,5,3,0-9,0-9
2izhad,ازهد,ازهد,True,6,4,0-9,0-9
2itfallal,اتفلل,اتفلل,True,9,5,0-9,0-9
2it3ammad,اتعمد,اتعمد,True,9,5,0-9,0-9
naqqa,نقى,نقى,True,5,3,0-9,0-9
takran,تكرن,تكرن,True,6,4,0-9,0-9
mawwin,مون,مون,True,6,3,0-9,0-9
shayyi3,شيع,شيع,True,7,3,0-9,0-9
siraat,سراط,سراط,True,6,4,0-9,0-9
nadab,نضب,ندب,False,5,3,0-9,0-9
2iddaafash,اتدافش,تدافش,False,10,6,10-19,0-9
yqa7mish,يقحمش,يقحمش,True,8,5,0-9,0-9
yitghammas,يتغمس,يتغمس,True,10,5,10-19,0-9
2ahhal,أهل,أهل,True,6,3,0-9,0-9
toobaz,طوبز,طوبز,True,6,4,0-9,0-9
3arbid,عربد,عربد,True,6,4,0-9,0-9
2ilqandiil 2issafari,القنديل السفري,القند الصفار,False,20,14,20-29,10-19
7amm,حم,حم,True,4,2,0-9,0-9
ma33ik,معك,معك,True,6,3,0-9,0-9
mtabbaqaaniyye,مطبقانية,متباقنية,False,14,8,10-19,0-9
waasi,واسي,واسي,True,5,4,0-9,0-9
ysha7nik,يشحنك,يشحنك,True,8,5,0-9,0-9
rsiif,رصيف,رصيف,True,5,4,0-9,0-9
yjaaliqk,يجالق,يجالق,True,8,5,0-9,0-9
2aq7am,أقحم,أقحم,True,6,4,0-9,0-9
du7daal,دحدال,دحدال,True,7,5,0-9,0-9
2isduf,اصدف,اصدف,True,6,4,0-9,0-9
mardagha,مردغة,مردغة,True,8,5,0-9,0-9
3arraat,عراط,عراط,True,7,4,0-9,0-9
fakhkhaar,فخار,فخار,True,9,4,0-9,0-9
mizraaqk,مزراق,مزراق,True,8,5,0-9,0-9
jayyir,جير,جير,True,6,3,0-9,0-9
ymaani3,يمانع,يمانع,True,7,5,0-9,0-9
2itla3bak,اتلعبك,اتلعبك,True,9,6,0-9,0-9
qatti3,قطع,قطع,True,6,3,0-9,0-9
trawwa2,تروق,تروق,True,7,4,0-9,0-9
2ishqi,اشقي,اشقي,True,6,4,0-9,0-9
2abu 7arad,أبو حرد,أبو حضرة,False,10,7,10-19,0-9
bahaariij,بهاريج,بهاريج,True,9,6,0-9,0-9
ba33ar,بعر,بعر,True,6,3,0-9,0-9
mirgabe,مرقبة,مرقبة,True,7,5,0-9,0-9
za3tar skhuuri,زعتر صخوري,زعتر شكر,False,14,10,10-19,10-19
walaawil,ولاول,ولاول,True,8,5,0-9,0-9
2ishaara,إشارة,إشارة,True,8,5,0-9,0-9
yqkashfil,يقشفل,يقشفل,True,9,5,0-9,0-9
bazraqk,بزرق,بزرق,True,7,4,0-9,0-9
waqaa2i3,وقائع,وقائع,True,8,5,0-9,0-9
yluudh,يلوذ,يلوذ,True,6,4,0-9,0-9
2ightisaab,اغتصاب,اغتصاب,True,10,6,10-19,0-9
7aayis,حايص,حايس,False,6,4,0-9,0-9
jaaqim,جاقم,جاقم,True,6,4,0-9,0-9
kizib,كذب,كذب,True,5,3,0-9,0-9
fattar,فطر,فتر,False,6,3,0-9,0-9
2infilit,انفلت,انفلت,True,8,5,0-9,0-9
ta3liimi,تعليمي,تعليم,False,8,6,0-9,0-9
3usso musso,عصه مصه,عص مصوص,False,11,7,10-19,0-9
2iddalghas,تدلغص,اتدلغص,False,10,5,10-19,0-9
2isti3laam,استعلام,استعلام,True,10,7,10-19,0-9
laqqa7,لقح,لقح,True,6,3,0-9,0-9
qard,قرض,قرد,False,4,3,0-9,0-9
sar7,سرح,صرح,False,4,3,0-9,0-9
tarbuush,طربوش,طربوش,True,8,5,0-9,0-9
daara,دارى,دارى,True,5,4,0-9,0-9
2ijaar,إيجار,إجار,False,6,5,0-9,0-9
shakhkh,شخ,شخ,True,7,2,0-9,0-9
2ubsum,ابصم,ابصم,True,6,4,0-9,0-9
yitmahmat,يتمهمط,يتمهمط,True,9,6,0-9,0-9
mu2aamara,مؤامرة,مؤامرة,True,9,6,0-9,0-9
qka7lif,قحلف,قحلف,True,7,4,0-9,0-9
muzrabbe,مزربة,مزربة,True,8,5,0-9,0-9
tashaqquq,تشقق,تشققق,False,9,4,0-9,0-9
ynaahiq,يناهق,يناهق,True,7,5,0-9,0-9
mba3zaq,مبعزق,مبعزق,True,7,5,0-9,0-9
darbis,دربس,دربس,True,6,4,0-9,0-9
ghumuud,غموض,غمود,False,7,4,0-9,0-9
qabid,قبض,قبض,True,5,3,0-9,0-9
ymarmigh,يمرمغ,يمرمغ,True,8,5,0-9,0-9
7abbit dawa,حبة دوا,حبة ذوا,False,11,7,10-19,0-9
bayyan,بين,بين,True,6,3,0-9,0-9
tfa3kash,تفعكش,تفعكش,True,8,5,0-9,0-9
2im7in,امحن,امحن,True,6,4,0-9,0-9
yinfil,ينفل,ينفل,True,6,4,0-9,0-9
rashshaash,رشاش,رشاش,True,10,4,10-19,0-9
qaashi3,قاشع,قاشع,True,7,4,0-9,0-9
qaawal,قاول,قاول,True,6,4,0-9,0-9
2it7annas,اتحنص,اتحنص,True,9,5,0-9,0-9
2idjat 2ilkidre t3aayir 2ilmaghrafe kaalatilha ruu7i yaa samra yaa mka7lafe min yoom yoomik mdjawwafe,إجت القدرة تعاير المغرفة قالت الها روحي يا سمرة يا مقحلفة من يوم يومك مجوفة,الجت ميا فوراسك اللللللغرا تعفية من وداليا يارحمر وها يا يا يا يومجوها يومن يومرحمن يا يومن يومرحمرحمن يك يا يا يودفة,False,101,75,100-109,70-79
tasjiil,تسجيل,تسجيل,True,7,5,0-9,0-9
mitil maa ghanna 2ilimghanni,مثل ما غنى المغني,مثل من غالني,False,28,17,20-29,10-19
2inrakan,انركن,انركن,True,8,5,0-9,0-9
y3ayyish,يعيش,يعيش,True,8,4,0-9,0-9
2ista3jal,استعجل,استعجل,True,9,6,0-9,0-9
2awsaat,أوساط,أوساط,True,7,5,0-9,0-9
yinmi3is,ينمعص,ينمعص,True,8,5,0-9,0-9
tqa77at,تقحط,تقحط,True,7,4,0-9,0-9
rama tuqlit dammo,رمى ثقلة دمه,رمى ثقول دمه,False,17,12,10-19,10-19
yitlaa7am,يتلاحم,يتلاحم,True,9,6,0-9,0-9
khaayil,خايل,خايل,True,7,4,0-9,0-9
nattaq,نطق,نطق,True,6,3,0-9,0-9
2injali,انجلي,انجلي,True,7,5,0-9,0-9
yinmi3ik,ينمعك,ينمعك,True,8,5,0-9,0-9
saffir,صفر,سفر,False,6,3,0-9,0-9
zayy 2ishshu3le,زي الشعلة,زي الشعلية,False,15,9,10-19,0-9
2is7ak,اصحك,اسحك,False,6,4,0-9,0-9
btuun,بطون,بطن,False,5,4,0-9,0-9
2as2ile,أسئلة,أسقلة,False,7,5,0-9,0-9
2inmu,انمو,انمو,True,5,4,0-9,0-9
fajir,فجر,فجر,True,5,3,0-9,0-9
watta,وطى,وتا,False,5,3,0-9,0-9
tanaaqul,تناقل,تناقل,True,8,5,0-9,0-9
2istakshaf,استكشف,استكشف,True,10,6,10-19,0-9
mayy bitnamnim,مي بتنمنم,مي بطنم,False,14,9,10-19,0-9
sheeb,شيب,شيب,True,5,3,0-9,0-9
darda3,دردع,دردع,True,6,4,0-9,0-9
2irqgkud,ارقد,ارقد,True,8,4,0-9,0-9
damiiro si7i,ضميره صحي,دمير سيحي,False,12,9,10-19,0-9
fii,في,فيه,False,3,2,0-9,0-9
mzayyit,مزيت,مزيط,False,7,4,0-9,0-9
boomale,بوملي,بوملة,False,7,5,0-9,0-9
lattif,لطف,لطف,True,6,3,0-9,0-9
2iltiwiq,التوق,التوق,True,8,5,0-9,0-9
y3allim,يعلم,يعلم,True,7,4,0-9,0-9
qarram,قرم,قرم,True,6,3,0-9,0-9
baltak,بلطق,بلطك,False,6,4,0-9,0-9
y3aabit,يعابط,يعابط,True,7,5,0-9,0-9
zaarna 2innabi,زارنا النبي,زارن البني,False,14,11,10-19,10-19
tadyiiqtadyii2,تضييق,تديقي,False,14,5,10-19,0-9
7ayyar,حير,حير,True,6,3,0-9,0-9
mbarmaj,مبرمج,مبرمج,True,7,5,0-9,0-9
sakhta tiskhatak,سخطة تسخطك,سخط شخط,False,16,10,10-19,10-19
saawi,ساوي,ساوي,True,5,4,0-9,0-9
raqsa,رقصة,رقصة,True,5,4,0-9,0-9
mam3uut,ممعوط,معموط,False,7,5,0-9,0-9
shraa3,شراع,شراع,True,6,4,0-9,0-9
3usmus,عصمص,عصمص,True,6,4,0-9,0-9
farriz,فرز,فرز,True,6,3,0-9,0-9
2iftiqir,افتقر,افتقر,True,8,5,0-9,0-9
midbara wufaa3at,مدبرة وفاعت,مضبرة وفعة,False,16,11,10-19,10-19
2istanfi3,استنفع,استنفع,True,9,6,0-9,0-9
2iskamle,إسكملة,إسكملة,True,8,6,0-9,0-9
3aatife,عاطفة,عاطفة,True,7,5,0-9,0-9
ballo qatle,بله قتلة,بله قتلة,True,11,8,10-19,0-9
shallit,شلط,شلط,True,7,3,0-9,0-9
qasqas jnaa7aatha,قصقص جناحاتها,قشقص جناحت,False,17,13,10-19,10-19
ta7affuz,تحفظ,تحفظ,True,8,4,0-9,0-9
sooja,صوجا,سوجا,False,5,4,0-9,0-9
baa7as,باحص,باحث,False,6,4,0-9,0-9
gharaz,غرز,غرز,True,6,3,0-9,0-9
2azraq,أزرق,أزرق,True,6,4,0-9,0-9
zallal,ظلل,زلل,False,6,3,0-9,0-9
duqqa,دقة,دقة,True,5,3,0-9,0-9
yistankif,يستنكف,يستنكف,True,9,6,0-9,0-9
tghatta,تغطى,تغطى,True,7,4,0-9,0-9
mikhtir,مخطر,مختر,False,7,4,0-9,0-9
si3ir,سعر,سعر,True,5,3,0-9,0-9
3atas,عطس,عطس,True,5,3,0-9,0-9
2itqaadam,اتقادم,اتقادم,True,9,6,0-9,0-9
yista7mil,يستحمل,يستحمل,True,9,6,0-9,0-9
yithmir,يثمر,يثمر,True,7,4,0-9,0-9
yit3azran,يتعزرن,يتعزرن,True,9,6,0-9,0-9
tanqiib,تنقيب,تنقيب,True,7,5,0-9,0-9
khoof 2alla,خوف الله,خوف اله,False,11,8,10-19,0-9
yirja3,يرجع,يرجع,True,6,4,0-9,0-9
nashshaab,نشاب,نشاب,True,9,4,0-9,0-9
muraasil,مراسل,مراسل,True,8,5,0-9,0-9
wahhat,وهت,وهت,True,6,3,0-9,0-9
2a3shaar,أعشار,أعشار,True,8,5,0-9,0-9
kurama,كرماء,كرامة,False,6,5,0-9,0-9
shwaal,شوال,شوال,True,6,4,0-9,0-9
daayim,دايم,دايم,True,6,4,0-9,0-9
sajjil,سجل,سجل,True,6,3,0-9,0-9
zaghaariib,زغاريب,زغاريب,True,10,6,10-19,0-9
qkanshi3,قنشع,قنشع,True,8,4,0-9,0-9
2irkab,اركب,اركب,True,6,4,0-9,0-9
ka3aakiil,كعاكيل,كعاكيل,True,9,6,0-9,0-9
t7ammas,تحمس,تحمص,False,7,4,0-9,0-9
2amadd,أمد,أمد,True,6,3,0-9,0-9
warash,ورش,ورش,True,6,3,0-9,0-9
tluu3,طلوع,طلوع,True,5,4,0-9,0-9
yifnis,يفنس,يفنس,True,6,4,0-9,0-9
yilfuz,يلفظ,يلفظ,True,6,4,0-9,0-9
yikhtitim,يختتم,يختتم,True,9,5,0-9,0-9
qusur nazar,قصر نظر,قصر نظر,True,11,7,10-19,0-9
3anqir,عنقر,عنقر,True,6,4,0-9,0-9
la3la3,لعلع,لعلع,True,6,4,0-9,0-9
mustatatibb,مستتب,مستطب,False,11,5,10-19,0-9
yballis,يبلص,يبلص,True,7,4,0-9,0-9
la3an,لعن,لعن,True,5,3,0-9,0-9
qarfaan,قرفان,قرفان,True,7,5,0-9,0-9
yboobir,يبوبر,يبوبر,True,7,5,0-9,0-9
2istakfa,استكفى,استكفى,True,8,6,0-9,0-9
yba33iz,يبعز,يبعز,True,7,4,0-9,0-9
yduukh,يدوخ,يضوخ,False,6,4,0-9,0-9
3umi,عمي,عمي,True,4,3,0-9,0-9
yidhak,يدهك,يدهك,True,6,4,0-9,0-9
yitghattas,يتغطس,يتغطس,True,10,5,10-19,0-9
yinghuz,ينغز,ينغز,True,7,4,0-9,0-9
qasale,قصلة,قصلة,True,6,4,0-9,0-9
3asal,عسل,عصل,False,5,3,0-9,0-9
2it7abbak,اتحبك,اتحبك,True,9,5,0-9,0-9
2istalzim,استلزم,استلزم,True,9,6,0-9,0-9
2ishnuq,اشنق,اشنق,True,7,4,0-9,0-9
ri2aase,رئاسة,رئاسة,True,7,5,0-9,0-9
y3abbi,يعبي,يعبي,True,6,4,0-9,0-9
juwwaani,جواني,جواني,True,8,5,0-9,0-9
majjad,مجد,مجد,True,6,3,0-9,0-9
far7aan,فرحان,فرحان,True,7,5,0-9,0-9
m3assim,معصم,معصم,True,7,4,0-9,0-9
7urdjaaye,حرجاية,حرجاية,True,9,6,0-9,0-9
2ibki,ابكي,ابكي,True,5,4,0-9,0-9
satta7,سطح,سطح,True,6,3,0-9,0-9
wil7abil jarraar,والحبل جرار,ولحب الرجار,False,16,11,10-19,10-19
t7antar,تحنتر,تحنتر,True,7,5,0-9,0-9
khayyam,خيم,خيم,True,7,3,0-9,0-9
ykhaafi2,يخافق,يخافئ,False,8,5,0-9,0-9
kheekham,خيخم,خيخم,True,8,4,0-9,0-9
mkhaatara,مخاطرة,مخاطرة,True,9,6,0-9,0-9
qaa3ida,قاعدة,قاعدة,True,7,5,0-9,0-9
2insikhit,انسخط,انسخط,True,9,5,0-9,0-9
2uhjum,اهجم,اهجم,True,6,4,0-9,0-9
nammal,نمل,نمل,True,6,3,0-9,0-9
daqmash,دقمش,دقمش,True,7,4,0-9,0-9
raanikh,رانخ,رانخ,True,7,4,0-9,0-9
tbayyan,تبين,تبين,True,7,4,0-9,0-9
ma3juun,معجون,معجون,True,7,5,0-9,0-9
buzz,بظ,بز,False,4,2,0-9,0-9
mufattish,مفتش,مفتتش,False,9,4,0-9,0-9
rshuuf,رشوف,رشوف,True,6,4,0-9,0-9
msa2si2,مسقسق,مسقسق,True,7,5,0-9,0-9
djarma3,جرمع,جرمع,True,7,4,0-9,0-9
toomiyye,ثومية,طومية,False,8,5,0-9,0-9
ta3liiq,تعليق,تعليق,True,7,5,0-9,0-9
mlaadi,ملادي,ملادي,True,6,5,0-9,0-9
2aakhir tarz,آخر طرز,آخرة ذر,False,12,7,10-19,0-9
shari3,شرع,شرع,True,6,3,0-9,0-9
maa byitla3 2izzeet 2illa min kutr 2il3asir,ما بيطلع الزيت إلا من كثر العصر,ما بيتعلى اللللمن الزير أس أخل ال,False,43,31,40-49,30-39
tlabbad,تلبد,تلبد,True,7,4,0-9,0-9
ywaari,يواري,يواري,True,6,5,0-9,0-9
yikzib,يكذب,يكذب,True,6,4,0-9,0-9
sharwat,شروط,شروط,True,7,4,0-9,0-9
siyaane,صيانة,سيانة,False,7,5,0-9,0-9
khushash,خشش,خششاش,False,8,3,0-9,0-9
zii3,ذيع,زيع,False,4,3,0-9,0-9
ru2a,رؤى,رؤاء,False,4,3,0-9,0-9
bahwar,بهور,بهور,True,6,4,0-9,0-9
2ilmasjid 2ilaqsa,المسجد الأقصى,المسج القال,False,17,13,10-19,10-19
yurbut,يربط,يربط,True,6,4,0-9,0-9
yib7ash,يبحش,يبحش,True,7,4,0-9,0-9
tasbiile,تسبيلة,تسبيلة,True,8,6,0-9,0-9
tisaa3,تساع,تساع,True,6,4,0-9,0-9
tsaamaj,تسامج,تسامج,True,7,5,0-9,0-9
za3wiqk,زعوق,زعوق,True,7,4,0-9,0-9
yin7isim,ينحسم,ينحسم,True,8,5,0-9,0-9
wirik,ورك,ورك,True,5,3,0-9,0-9
diir baalak 3alee,دير بالك عليه,ضير بالك عليه,False,17,13,10-19,10-19
sheekh 2ilma7shi,شيخ المحشي,شيخ المشح,False,16,10,10-19,10-19
yista3lim,يستعلم,يستعلم,True,9,6,0-9,0-9
yijrush,يجرش,يجرش,True,7,4,0-9,0-9
toof,طوف,طوف,True,4,3,0-9,0-9
sanaame,سنامة,صنامة,False,7,5,0-9,0-9
2ilwalad 2il3aatil biksir 2ilkhaatir,الولد العاطل بكسر الخاطر,اله لدا وطرشك بالعك,False,36,24,30-39,20-29
7albe,حلبة,حلبة,True,5,4,0-9,0-9
2itwassal,اتوصل,اتوصل,True,9,5,0-9,0-9
maakina,ماكنة,ماكنة,True,7,5,0-9,0-9
fawwaashe,فواشة,فواشة,True,9,5,0-9,0-9
mahbuul,مهبول,مهبول,True,7,5,0-9,0-9
3abbir,عبر,عبر,True,6,3,0-9,0-9
2ibtali,ابتلي,ابتلي,True,7,5,0-9,0-9
2abnaa2,أبناء,أبناء,True,7,5,0-9,0-9
suwar,صور,سور,False,5,3,0-9,0-9
niigaara,نيجارا,نيارة,False,8,6,0-9,0-9
ybarrir,يبرر,يبرر,True,7,4,0-9,0-9
sittiin niile,ستين نيلة,ستين نيلة,True,13,9,10-19,0-9
ra77al,رحل,رحل,True,6,3,0-9,0-9
ywabbikh,يوبخ,يوبخ,True,8,4,0-9,0-9
bidaa2i,بدائي,بدائي,True,7,5,0-9,0-9
2istadfa,استدفى,استضفى,False,8,6,0-9,0-9
magaati3,مقاطع,مقاطع,True,8,5,0-9,0-9
7arrid,حرض,حرد,False,6,3,0-9,0-9
2ista7saan,استحسان,استحسان,True,10,7,10-19,0-9
sharraf,شرف,شرف,True,7,3,0-9,0-9
ghaab,غاب,غاب,True,5,3,0-9,0-9
nafakh,نفخ,نفخ,True,6,3,0-9,0-9
qurqee3kurkee3,قرقيع,قرقيع,True,14,5,10-19,0-9
daarab,ضارب,دارب,False,6,4,0-9,0-9
2in3ish,انعش,انعش,True,7,4,0-9,0-9
2inkawa,انكوى,انكوى,True,7,5,0-9,0-9
yitbaklash,يتبكلش,يتبكلش,True,10,6,10-19,0-9
yinrifi3,ينرفع,ينرفع,True,8,5,0-9,0-9
2ij3i,إجعي,اجعي,False,5,4,0-9,0-9
ka3aakiish,كعاكيش,كعاكيش,True,10,6,10-19,0-9
tuqtuq,طقطق,طقطق,True,6,4,0-9,0-9
raghghib,رغب,رغب,True,8,3,0-9,0-9
balakiin,بلاكين,بلكين,False,8,6,0-9,0-9
2it3abba,اتعبى,اتعبى,True,8,5,0-9,0-9
2iddashdash,تدشدش,اتدشدش,False,11,5,10-19,0-9
tamm,طم,طم,True,4,2,0-9,0-9
yighsib,يغصب,يغصب,True,7,4,0-9,0-9
7assan,حصن,حسن,False,6,3,0-9,0-9
2i7li,احلي,احلي,True,5,4,0-9,0-9
2ikhsha3,اخشع,اخشع,True,8,4,0-9,0-9
riish,ريش,ريش,True,5,3,0-9,0-9
laqqat,لقط,لقط,True,6,3,0-9,0-9
masaarwe,مصاروة,مساورة,False,8,6,0-9,0-9
duqme,دقمة,دقمة,True,5,4,0-9,0-9
yintili,ينطلي,ينطلي,True,7,5,0-9,0-9
dubb,ضب,دب,False,4,2,0-9,0-9
ysallik,يسلك,يسلك,True,7,4,0-9,0-9
sughra,صغرة,صغرة,True,6,4,0-9,0-9
t3allam,تعلم,تعلم,True,7,4,0-9,0-9
y2ajjil,يؤجل,يأجل,False,7,4,0-9,0-9
qatba,قتبا,قطبة,False,5,4,0-9,0-9
ta3uddud,تعدد,تعدود,False,8,4,0-9,0-9
shatir,شطر,شطر,True,6,3,0-9,0-9
mish maali 3een,مش مالي عين,مش مالي عين,True,15,11,10-19,10-19
yitfaqqah,يتفقه,يتفقه,True,9,5,0-9,0-9
nazle,نزلة,نزلة,True,5,4,0-9,0-9
wijho makhtuuf,وجهه مخطوف,وجههه مختف,False,14,10,10-19,10-19
ghanam,غنم,غنم,True,6,3,0-9,0-9
7assaale,حصالة,حصالة,True,8,5,0-9,0-9
2in7iraaf,إنحراف,انحراف,False,9,6,0-9,0-9
khilaaf,خلاف,خلاف,True,7,4,0-9,0-9
ta3biir,تعبير,تعبير,True,7,5,0-9,0-9
2i7zif,احذف,احذف,True,6,4,0-9,0-9
yitkhayyab,يتخيب,يتخيب,True,10,5,10-19,0-9
qulal,قلل,قلل,True,5,3,0-9,0-9
